time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-12-05T11:29:01.790Z,35.7183333,-117.6845,10.41,0.84,ml,14,102,0.05965,0.18,ci,ci39217848,2019-12-05T14:51:58.146Z,"11km N of Ridgecrest, CA",earthquake,0.35,0.86,0.11,11,reviewed,ci,ci
2019-12-05T11:06:43.550Z,61.144,-152.5475,14.21,-0.19,ml,4,278,0.1132,0.05,av,av70860679,2019-12-06T01:31:42.640Z,"74km N of Redoubt Volcano, Alaska",earthquake,2.64,1.42,0.161,4,reviewed,av,av
2019-12-05T11:06:37.347Z,-6.2169,128.6741,306.23,4.6,mb,,53,3.14,0.84,us,us60006mcu,2019-12-05T11:24:33.040Z,"281km SSE of Amahusu, Indonesia",earthquake,6.8,7.8,0.098,31,reviewed,us,us
2019-12-05T11:01:58.800Z,35.9516667,-117.4988333,0.1,2.03,ml,26,66,0.123,0.16,ci,ci39217840,2019-12-05T11:05:35.254Z,"22km NNW of Searles Valley, CA",earthquake,0.3,0.53,0.121,26,automatic,ci,ci
2019-12-05T10:59:57.280Z,35.6946667,-117.6055,8.96,1.17,ml,31,50,0.06463,0.17,ci,ci39217832,2019-12-05T17:47:44.596Z,"10km NE of Ridgecrest, CA",earthquake,0.2,0.51,0.159,18,reviewed,ci,ci
2019-12-05T10:58:31.221Z,60.5662,-142.732,18.4,1,ml,,,,0.25,ak,ak019fkthgmp,2019-12-10T17:56:25.266Z,"58km NNW of Cape Yakataga, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2019-12-05T10:54:14.110Z,19.5158333,-155.668,4.79,2.59,ml,58,51,0.03386,0.13,hv,hv71262791,2019-12-05T21:04:08.940Z,"22km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.27,0.29,0.154,41,reviewed,hv,hv
2019-12-05T10:49:02.020Z,35.5583333,-117.4343333,4.78,3.13,ml,39,55,0.06293,0.15,ci,ci39217824,2019-12-07T06:28:23.040Z,"23km ESE of Ridgecrest, CA",earthquake,0.15,0.35,0.165,124,reviewed,ci,ci
2019-12-05T10:40:17.580Z,35.3655,-118.0796667,0.13,1.19,ml,35,46,0.1778,0.17,ci,ci39217816,2019-12-05T18:41:32.755Z,"28km NNW of California City, CA",earthquake,0.19,0.47,0.152,17,reviewed,ci,ci
2019-12-05T10:32:53.038Z,56.6681,-155.6576,75.9,2,ml,,,,0.72,ak,ak019fktbyi6,2019-12-10T17:56:24.417Z,"93km N of Chirikof Island, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2019-12-05T10:26:14.810Z,35.933,-117.6806667,1.98,1.36,ml,17,94,0.02873,0.14,ci,ci39217808,2019-12-05T10:29:51.942Z,"20km E of Little Lake, CA",earthquake,0.25,0.3,0.092,16,automatic,ci,ci
2019-12-05T10:25:10.146Z,68.8248,-146.4206,5,0.8,ml,,,,0.47,ak,ak019fktad52,2019-12-10T17:57:05.082Z,"85km NNW of Arctic Village, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2019-12-05T10:01:53.590Z,19.1691666,-155.4671631,30.68,1.83,md,44,160,0.01449,0.11,hv,hv71262736,2019-12-05T10:04:55.550Z,"4km SSE of Pahala, Hawaii",earthquake,0.58,0.8,0.02,10,automatic,hv,hv
2019-12-05T09:54:31.950Z,35.6935,-117.6095,7.27,1.47,ml,19,107,0.07853,0.16,ci,ci39217800,2019-12-05T09:58:05.300Z,"10km NE of Ridgecrest, CA",earthquake,0.28,0.92,0.122,22,automatic,ci,ci
2019-12-05T09:53:56.490Z,37.5651667,-119.0035,0.65,0.31,md,12,228,0.04876,0.04,nc,nc73311821,2019-12-05T22:44:02.607Z,"8km SSW of Mammoth Lakes, CA",earthquake,0.69,2.26,0.262,11,reviewed,nc,nc
2019-12-05T09:52:56.519Z,62.0509,-150.3149,15,1.8,ml,,,,0.81,ak,ak019fksutdl,2019-12-10T17:56:23.560Z,"27km WSW of Y, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-12-05T09:44:33.708Z,60.23,-150.6322,43.6,2.4,ml,,,,0.45,ak,ak019fkst1wp,2019-12-10T17:56:21.878Z,"35km S of Sterling, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-12-05T09:38:31.599Z,68.9598,-147.0075,13.8,1.1,ml,,,,0.68,ak,ak019fksrrhz,2019-12-10T17:57:04.387Z,"110km NNW of Arctic Village, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-12-05T09:37:44.227Z,68.9692,-146.9988,15.5,1.5,ml,,,,0.5,ak,ak019fksrkql,2019-12-10T17:56:22.824Z,"111km NNW of Arctic Village, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2019-12-05T09:31:52.970Z,61.4962,-148.2769,9.8,1.3,ml,,,,0.77,ak,ak019fksqb43,2019-12-10T17:56:21.032Z,"38km ESE of Lazy Mountain, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-12-05T09:22:56.973Z,66.552,-148.8359,6.9,1.2,ml,,,,0.47,ak,ak019fksoe18,2019-12-10T17:56:20.219Z,"98km SE of Coldfoot, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-12-05T09:15:41.311Z,62.0065,-151.1986,71,1.5,ml,,,,0.38,ak,ak019fksmuqv,2019-12-10T17:56:19.367Z,"66km WSW of Talkeetna, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-12-05T09:08:07.880Z,35.6973333,-117.6071667,7.32,1.09,ml,26,50,0.0656,0.14,ci,ci39217792,2019-12-05T17:41:12.562Z,"10km NE of Ridgecrest, CA",earthquake,0.2,0.66,0.166,16,reviewed,ci,ci
2019-12-05T09:03:55.140Z,35.6938333,-117.6135,7.41,1.62,ml,24,47,0.08024,0.15,ci,ci39217784,2019-12-05T14:53:06.660Z,"10km NE of Ridgecrest, CA",earthquake,0.25,0.82,0.142,24,reviewed,ci,ci
2019-12-05T09:03:43.420Z,33.2366667,-116.7676667,13.56,0.41,ml,18,55,0.007496,0.14,ci,ci39217776,2019-12-05T09:07:12.991Z,"1km SW of Lake Henshaw, CA",earthquake,0.25,0.74,0.094,6,automatic,ci,ci
2019-12-05T08:59:47.010Z,19.2226658,-155.4575043,34.34,2.03,md,47,106,0.0468,0.16,hv,hv71262681,2019-12-05T09:03:10.130Z,"3km NE of Pahala, Hawaii",earthquake,0.53,0.76,0.15,4,automatic,hv,hv
2019-12-05T08:55:31.650Z,35.6966667,-117.6116667,8.17,3.79,mw,44,42,0.06267,0.16,ci,ci39217768,2019-12-12T03:26:27.258Z,"10km NE of Ridgecrest, CA",earthquake,0.14,0.36,,6,reviewed,ci,ci
2019-12-05T08:54:49.410Z,19.2166672,-155.4236603,33.67,1.87,md,48,135,0.03226,0.1,hv,hv71262671,2019-12-05T08:58:03.170Z,"6km ENE of Pahala, Hawaii",earthquake,0.55,0.69,0.13,6,automatic,hv,hv
2019-12-05T08:54:08.830Z,19.2866,-67.2711,43,2.88,md,8,305,0.8346,0.33,pr,pr2019339005,2019-12-07T06:23:46.040Z,"85km N of San Antonio, Puerto Rico",earthquake,2.53,11.58,0.38,8,reviewed,pr,pr
2019-12-05T08:49:24.068Z,43.374,147.7128,10,4.9,mb,,136,3.622,0.75,us,us60006mbm,2019-12-05T09:18:09.040Z,"93km ESE of Shikotan, Russia",earthquake,4.1,1.9,0.054,105,reviewed,us,us
2019-12-05T08:46:59.048Z,60.3108,-152.0176,82.5,1.4,ml,,,,0.24,ak,ak019fks83pm,2019-12-10T17:56:18.671Z,"39km W of Cohoe, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2019-12-05T08:46:34.072Z,51.4056,-175.7831,13.1,1.5,ml,,,,0.28,ak,ak019fks81tb,2019-12-10T17:57:03.687Z,"80km SE of Adak, Alaska",earthquake,,8.6,,,reviewed,ak,ak
2019-12-05T08:46:22.510Z,47.7405,-113.7581667,5.69,-0.03,md,5,211,0.21,0.05,mb,mb80374249,2019-12-05T15:42:11.430Z,"30km E of Polson, Montana",earthquake,0.69,5.89,,1,reviewed,mb,mb
2019-12-05T08:41:39.020Z,33.5993333,-116.8055,4.61,0.17,ml,18,82,0.03501,0.1,ci,ci39217760,2019-12-05T16:54:03.166Z,"13km WNW of Anza, CA",earthquake,0.2,0.3,0.149,7,reviewed,ci,ci
2019-12-05T08:35:16.760Z,52.3098333,-174.1608333,5.23,0.3,ml,7,163,0.02821,0.17,av,av70860669,2019-12-06T01:18:05.630Z,"12km NNE of Atka, Alaska",earthquake,0.53,0.98,0.417,7,reviewed,av,av
2019-12-05T08:34:29.948Z,68.9833,-146.9832,3.8,1,ml,,,,0.23,ak,ak019fks5gwi,2019-12-10T17:57:02.981Z,"112km NNW of Arctic Village, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-12-05T08:23:24.050Z,19.4960003,-155.4869995,6.16,2.08,ml,11,74,0.04429,0.2,hv,hv71262621,2019-12-05T08:29:05.040Z,"27km WNW of Volcano, Hawaii",earthquake,0.51,1.52,0.11,4,automatic,hv,hv
2019-12-05T08:01:54.923Z,-29.7258,-71.3697,48.04,4.2,mb,,136,0.223,0.87,us,us60006mb8,2019-12-05T08:23:08.040Z,"23km NNW of La Serena, Chile",earthquake,4.9,7.5,0.176,9,reviewed,us,us
2019-12-05T07:59:46.740Z,35.9098333,-117.7351667,8.58,0.93,ml,11,72,0.07774,0.08,ci,ci39217752,2019-12-05T08:03:34.659Z,"16km E of Little Lake, CA",earthquake,0.25,0.8,0.231,7,automatic,ci,ci
2019-12-05T07:54:07.568Z,40.3699,78.3173,38.78,4.5,mb,,74,1.074,0.8,us,us60006mb5,2019-12-05T08:41:05.040Z,"184km WSW of Aksu, China",earthquake,5,8.7,0.139,15,reviewed,us,us
2019-12-05T07:54:07.080Z,33.5135,-116.4525,7.12,0.61,ml,23,70,0.02447,0.2,ci,ci39217744,2019-12-05T07:57:47.554Z,"21km ESE of Anza, CA",earthquake,0.33,0.98,0.168,13,automatic,ci,ci
2019-12-05T07:50:18.770Z,19.5181667,-155.6645,4.38,2.27,ml,14,87,0.02994,0.09,hv,hv71262586,2019-12-05T22:01:20.200Z,"22km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.45,0.69,0.257,15,reviewed,hv,hv
2019-12-05T07:45:35.267Z,57.1113,-157.6661,7.1,3.4,ml,,,,0.53,ak,ak019fkrmekh,2019-12-10T17:56:17.633Z,"116km NE of Chignik Lake, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-12-05T07:44:04.360Z,36.5721667,-121.199,5.47,0.88,md,13,136,0.01096,0.05,nc,nc73311796,2019-12-11T02:03:04.523Z,"7km NW of Pinnacles, CA",earthquake,0.35,0.45,0.096,7,reviewed,nc,nc
2019-12-05T07:43:23.850Z,36.5846672,-121.1856689,7.17,1.36,md,8,164,0.01294,0.11,nc,nc73311791,2019-12-05T09:39:04.913Z,"7km NNW of Pinnacles, CA",earthquake,0.7,1.19,0.26,6,automatic,nc,nc
2019-12-05T07:36:32.707Z,66.2117,-157.1623,6.2,1.2,ml,,,,0.39,ak,ak019fkrkgxy,2019-12-10T17:57:02.269Z,"78km S of Kobuk, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2019-12-05T07:22:43.409Z,36.1342,21.8561,41.78,4.4,mb,,161,1.044,0.62,us,us60006max,2019-12-06T09:31:47.040Z,"74km S of Koroni, Greece",earthquake,7.2,4,0.107,25,reviewed,us,us
2019-12-05T07:20:33.479Z,66.23,-157.161,5.1,1.4,ml,,,,0.35,ak,ak019fkrh1kz,2019-12-10T17:56:16.915Z,"76km S of Kobuk, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-12-05T07:14:19.460Z,35.86533333,-97.31783333,6.59,1.59,ml,70,26,0.1277749262,0.2,ok,ok2019xucj,2019-12-06T03:57:50.490Z,"9km E of Guthrie, Oklahoma",earthquake,,0.4,0.17,12,reviewed,ok,ok
2019-12-05T07:10:35.460Z,33.5086667,-116.479,6.88,0.38,ml,23,63,0.04689,0.12,ci,ci39217736,2019-12-05T17:24:55.492Z,"19km ESE of Anza, CA",earthquake,0.18,0.48,0.079,6,reviewed,ci,ci
2019-12-05T07:10:26.440Z,36.1371667,-117.8946667,0.44,1.29,ml,14,111,0.03769,0.18,ci,ci39217728,2019-12-05T07:14:02.811Z,"11km NNE of Coso Junction, CA",earthquake,0.45,0.6,0.246,15,automatic,ci,ci
2019-12-05T07:06:47.580Z,46.892,-112.517,11.51,1,ml,8,116,0.114,0.05,mb,mb80374264,2019-12-05T16:04:58.570Z,"14km ESE of Lincoln, Montana",earthquake,0.31,0.71,0.017,2,reviewed,mb,mb
2019-12-05T07:05:52.930Z,41.3456667,-121.8575,10.28,0.88,md,9,212,0.02524,0.33,nc,nc73311971,2019-12-05T21:09:04.486Z,"26km ENE of McCloud, CA",earthquake,1.62,1.12,0.187,7,reviewed,nc,nc
2019-12-05T07:05:15.360Z,46.894,-112.517,11.87,0.91,ml,8,108,0.113,0.06,mb,mb80374269,2019-12-05T16:10:11.300Z,"14km ESE of Lincoln, Montana",earthquake,0.33,0.67,0.101,2,reviewed,mb,mb
2019-12-05T07:03:12.160Z,40.7770004,-122.1660004,12.89,2.05,md,14,77,0.09742,0.04,nc,nc73311781,2019-12-05T08:44:02.802Z,"16km NNE of Bella Vista, CA",earthquake,0.28,0.66,0.18,6,automatic,nc,nc
2019-12-05T06:59:14.290Z,35.8751667,-117.6901667,2.23,1.34,ml,18,104,0.07944,0.15,ci,ci39217720,2019-12-05T07:02:44.313Z,"21km ESE of Little Lake, CA",earthquake,0.24,0.37,0.112,16,automatic,ci,ci
2019-12-05T06:50:46.225Z,57.9376,-156.1507,138,2,ml,,,,0.23,ak,ak019fkr22ca,2019-12-10T17:56:16.163Z,"88km SSE of King Salmon, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2019-12-05T06:47:50.080Z,18.1525,-66.9305,22,2.29,md,6,121,0.157,0.09,pr,pr2019339004,2019-12-05T07:53:49.788Z,"6km ESE of Maricao, Puerto Rico",earthquake,0.41,1.26,0.25,6,reviewed,pr,pr
2019-12-05T06:44:42.148Z,61.4595,-148.2317,11.5,1.5,ml,,,,1.11,ak,ak019fkr0rsm,2019-12-05T06:56:37.289Z,"42km ESE of Lazy Mountain, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-12-05T06:44:34.935Z,61.2586,-147.6669,0,1.4,ml,,,,0.28,ak,ak019fkr0r8l,2019-12-10T17:57:01.610Z,"72km WNW of Valdez, Alaska",ice quake,,0,,,reviewed,ak,ak
2019-12-05T06:39:26.447Z,51.6988,-174.9583,21.3,2.4,ml,,,,0.31,ak,ak019fkqzo34,2019-12-10T17:56:15.418Z,"76km SW of Atka, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-12-05T06:37:11.300Z,33.522,-116.7306667,4.94,0.35,ml,17,94,0.04364,0.16,ci,ci39217704,2019-12-05T06:40:57.115Z,"6km SW of Anza, CA",earthquake,0.36,0.78,0.178,7,automatic,ci,ci
2019-12-05T06:36:44.190Z,19.2123337,-155.4420013,33.65,2.01,md,53,128,0.04894,0.12,hv,hv71262516,2019-12-05T06:40:06.270Z,"4km E of Pahala, Hawaii",earthquake,0.6,0.65,0.19,18,automatic,hv,hv
2019-12-05T06:29:31.680Z,19.2076664,-155.4348297,34.34,1.84,md,54,133,0.0461,0.12,hv,hv71262506,2019-12-05T06:32:43.130Z,"4km E of Pahala, Hawaii",earthquake,0.52,0.65,0.19,15,automatic,hv,hv
2019-12-05T06:28:54.214Z,61.764,-145.9811,29.1,1.5,ml,,,,0.7,ak,ak019fkqxd77,2019-12-10T17:56:13.743Z,"44km SSW of Glennallen, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-12-05T06:28:53.510Z,46.2658333,-111.373,-3.11,0.93,ml,9,166,0.163,0.08,mb,mb80374274,2019-12-05T16:16:54.050Z,"12km ESE of Townsend, Montana",earthquake,0.36,3.9,0.239,4,reviewed,mb,mb
2019-12-05T06:27:24.560Z,38.809,-122.8121667,1.25,0.98,md,33,69,0.01322,0.03,nc,nc73311776,2019-12-11T00:35:03.825Z,"6km NW of The Geysers, CA",earthquake,0.12,0.21,0.082,4,reviewed,nc,nc
2019-12-05T06:27:00.779Z,65.2736,-162.9256,6.1,2.1,ml,,,,0.55,ak,ak019fkqx1js,2019-12-10T17:56:14.605Z,"145km NE of Nome, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-12-05T06:18:04.910Z,35.8333333,-117.6551667,7.65,0.73,ml,15,109,0.05004,0.15,ci,ci39217696,2019-12-05T16:57:39.188Z,"24km N of Ridgecrest, CA",earthquake,0.27,0.62,0.165,7,reviewed,ci,ci
2019-12-05T06:17:35.550Z,47.7345,-113.7768333,5.9,-0.26,md,4,284,0.204,0.08,mb,mb80374244,2019-12-05T15:38:36.370Z,"29km E of Polson, Montana",earthquake,1.74,6.59,,1,reviewed,mb,mb
2019-12-05T06:14:10.300Z,33.6468333,-116.703,13.46,0.58,ml,18,95,0.06484,0.13,ci,ci39217688,2019-12-05T13:52:04.948Z,"10km S of Idyllwild, CA",earthquake,0.35,0.53,0.231,11,reviewed,ci,ci
2019-12-05T06:08:39.641Z,59.2877,-138.8385,0.6,1.7,ml,,,,0.46,ak,ak019fkqt1to,2019-12-10T17:57:00.905Z,"58km ESE of Yakutat, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-12-05T06:01:50.858Z,61.3804,-151.5851,70.1,1.2,ml,,,,0.33,ak,ak019fkqrkn9,2019-12-10T17:56:12.196Z,"78km NNW of Nikiski, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2019-12-05T05:59:33.806Z,61.2963,-141.6284,16.4,1.1,ml,,,,0.38,ak,ak019fkqijac,2019-12-10T17:56:13.025Z,"143km NNE of Cape Yakataga, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2019-12-05T05:55:18.223Z,66.3208,-157.2245,5.3,1.2,ml,,,,0.3,ak,ak019fkqhne7,2019-12-10T17:56:11.441Z,"67km SSW of Kobuk, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2019-12-05T05:50:35.440Z,36.0561667,-117.8765,1.95,0.8,ml,9,182,0.04962,0.12,ci,ci39217600,2019-12-05T16:59:36.554Z,"7km E of Coso Junction, CA",earthquake,0.3,0.32,0.091,5,reviewed,ci,ci
2019-12-05T05:50:08.400Z,35.7151667,-117.4978333,0.77,0.44,ml,12,142,0.1096,0.17,ci,ci37431285,2019-12-05T17:19:06.637Z,"10km SW of Searles Valley, CA",earthquake,0.33,0.6,0.075,5,reviewed,ci,ci
2019-12-05T05:45:50.550Z,19.5193333,-155.6681667,4.64,1.99,ml,11,160,0.03147,0.08,hv,hv71262456,2019-12-05T21:56:01.490Z,"21km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.44,0.85,0.236,15,reviewed,hv,hv
2019-12-05T05:44:21.400Z,36.0573333,-117.8795,3.05,0.61,ml,8,187,0.05027,0.1,ci,ci39217592,2019-12-05T17:25:12.327Z,"6km ENE of Coso Junction, CA",earthquake,0.35,0.96,0.158,3,reviewed,ci,ci
2019-12-05T05:39:44.933Z,61.5729,-151.6897,82.9,1.6,ml,,,,0.49,ak,ak019fkqe9u4,2019-12-10T17:56:10.565Z,"89km WSW of Willow, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-12-05T05:24:21.960Z,19.5196667,-155.6641667,4.08,2.13,ml,11,112,0.02861,0.07,hv,hv71262441,2019-12-05T21:52:28.190Z,"22km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.45,0.71,0.085,9,reviewed,hv,hv
2019-12-05T05:18:52.708Z,58.3182,-155.1419,111.4,1.9,ml,,,,0.4,ak,ak019fkq9sb0,2019-12-10T17:56:09.674Z,"97km ESE of King Salmon, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-12-05T05:15:03.400Z,36.0203333,-117.7743333,2.19,1.09,ml,13,65,0.00882,0.06,ci,ci39217584,2019-12-05T17:32:46.157Z,"15km NE of Little Lake, CA",earthquake,0.12,0.13,0.204,3,reviewed,ci,ci
2019-12-05T05:12:40.110Z,19.3173,-67.463,45,3.49,md,12,306,0.9197,0.32,pr,pr2019339003,2019-12-05T09:44:59.040Z,"93km NNW of San Antonio, Puerto Rico",earthquake,2.28,8.58,0.11,11,reviewed,pr,pr
2019-12-05T05:06:25.290Z,37.656,-118.9116667,1.65,-0.02,md,10,170,0.00482,0.02,nc,nc73311771,2019-12-05T22:15:40.059Z,"6km ENE of Mammoth Lakes, CA",earthquake,0.8,0.63,0.138,10,reviewed,nc,nc
2019-12-05T05:06:07.340Z,37.601,-118.8156667,2.65,-0.21,md,7,225,0.0153,0.15,nc,nc71111374,2019-12-05T22:19:40.881Z,"13km WNW of Toms Place, CA",earthquake,1.46,31.61,0.021,7,reviewed,nc,nc
2019-12-05T04:47:26.300Z,36.011,-117.8576667,3.6,0.74,ml,13,98,0.02674,0.07,ci,ci39217576,2019-12-05T17:34:34.000Z,"9km ESE of Coso Junction, CA",earthquake,0.17,0.3,0.174,5,reviewed,ci,ci
2019-12-05T04:46:17.370Z,35.6318333,-117.5853333,7.31,1.26,ml,20,102,0.01644,0.15,ci,ci39217568,2019-12-05T04:49:51.428Z,"8km E of Ridgecrest, CA",earthquake,0.27,0.57,0.166,20,automatic,ci,ci
2019-12-05T04:45:36.950Z,52.4084,-173.0519,2.7,2.7,ml,,,,0.58,ak,ak019fkpu4pn,2019-12-10T17:56:08.852Z,"81km ENE of Atka, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2019-12-05T04:43:05.660Z,35.7043333,-117.5048333,9.27,2.2,ml,31,79,0.09738,0.18,ci,ci39217560,2019-12-05T04:54:29.440Z,"12km SW of Searles Valley, CA",earthquake,0.29,0.67,0.114,26,automatic,ci,ci
2019-12-05T04:38:29.380Z,33.4776667,-116.6111667,7.65,0.56,ml,21,88,0.01857,0.08,ci,ci39217552,2019-12-05T13:52:36.260Z,"10km SE of Anza, CA",earthquake,0.17,0.29,0.22,14,reviewed,ci,ci
2019-12-05T04:22:45.121Z,65.2394,-162.9598,4.4,1.7,ml,,,,0.33,ak,ak019fkpp728,2019-12-10T17:57:00.225Z,"142km NE of Nome, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2019-12-05T04:22:19.940Z,19.5156667,-155.6641667,5.22,2.74,ml,19,79,0.03169,0.11,hv,hv71262386,2019-12-05T22:09:39.033Z,"22km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.4,0.65,0.16,45,reviewed,hv,hv
2019-12-05T04:17:40.459Z,43.3793,147.8586,10,4.8,mb,,213,3.723,0.54,us,us60006m9q,2019-12-05T04:36:57.040Z,"103km ESE of Shikotan, Russia",earthquake,11.3,2,0.102,30,reviewed,us,us
2019-12-05T04:14:26.531Z,59.3019,-152.7163,67.9,1.9,ml,,,,0.39,ak,ak019fkpnftz,2019-12-10T17:56:47.976Z,"72km SW of Anchor Point, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-12-05T04:13:23.519Z,51.4856,-175.9037,23.9,2.1,ml,,,,0.43,ak,ak019fkpn7z0,2019-12-10T17:56:06.911Z,"68km SE of Adak, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-12-05T04:11:55.720Z,36.1265,-117.8931667,4.23,1.08,ml,12,97,0.03227,0.1,ci,ci39217544,2019-12-05T14:54:07.154Z,"10km NNE of Coso Junction, CA",earthquake,0.4,0.39,0.19,13,reviewed,ci,ci
2019-12-05T04:08:59.577Z,60.2122,-152.6229,103.6,2.1,ml,,,,0.42,ak,ak019fkpm841,2019-12-10T17:56:05.757Z,"31km SSE of Redoubt Volcano, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2019-12-05T04:07:54.790Z,38.9734993,-123.0285034,4.97,1.5,md,10,99,0.03957,0.04,nc,nc73311756,2019-12-05T04:27:03.545Z,"12km SW of Lakeport, CA",earthquake,0.31,0.65,0.25,7,automatic,nc,nc
2019-12-05T04:00:14.405Z,36.675,-116.8035,0,0.6,ml,20,105.26,0.145,0.176,nn,nn00712384,2019-12-06T02:08:23.796Z,"26km S of Beatty, Nevada",earthquake,,0,0.46,6,reviewed,nn,nn
2019-12-05T03:59:00.436Z,63.1956,-151.2751,10.2,2,ml,,,,0.6,ak,ak019fkpbll8,2019-12-10T17:56:04.815Z,"113km NNW of Talkeetna, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-12-05T03:51:16.780Z,34.0108333,-116.6601667,11.69,0.68,ml,24,90,0.02942,0.11,ci,ci39217536,2019-12-05T18:26:50.043Z,"8km WSW of Morongo Valley, CA",earthquake,0.18,0.41,0.123,10,reviewed,ci,ci
2019-12-05T03:43:13.100Z,33.9295,-117.8776667,8.19,1.14,ml,32,104,0.04144,0.2,ci,ci39217528,2019-12-05T17:02:25.722Z,"2km NE of Brea, CA",earthquake,0.32,0.55,0.198,20,reviewed,ci,ci
2019-12-05T03:41:48.730Z,17.8718,-67.0261,12,2.46,md,5,264,0.0993,0.14,pr,pr2019339002,2019-12-05T05:10:53.863Z,"11km S of La Parguera, Puerto Rico",earthquake,1.13,0.98,0.08,4,reviewed,pr,pr
2019-12-05T03:38:33.227Z,-24.1811,-67.0186,230.14,4.3,mb,,76,1.621,0.59,us,us60006m8z,2019-12-05T03:49:45.040Z,"71km W of San Antonio de los Cobres, Argentina",earthquake,10.5,15.7,0.308,3,reviewed,us,us
2019-12-05T03:32:56.470Z,45.7361667,-111.8405,5.38,-0.22,ml,4,147,0.105,0.2,mb,mb80374254,2019-12-05T15:50:32.940Z,"24km SE of Whitehall, Montana",earthquake,1.01,31.61,,0,reviewed,mb,mb
2019-12-05T03:29:56.846Z,67.0881,-154.2606,1.8,1,ml,,,,0.3,ak,ak019fkp5adg,2019-12-10T17:56:59.526Z,"93km NW of New Allakaket, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-12-05T03:29:45.200Z,35.7658333,-117.594,9.13,2.36,ml,28,74,0.04988,0.14,ci,ci39217520,2019-12-05T11:32:25.501Z,"17km W of Searles Valley, CA",earthquake,0.24,0.58,0.202,25,automatic,ci,ci
2019-12-05T03:26:38.790Z,33.93,-117.8741667,9.29,3.04,ml,131,15,0.04396,0.25,ci,ci39217512,2019-12-11T20:22:57.742Z,"3km ENE of Brea, CA",earthquake,0.14,0.36,0.165,209,reviewed,ci,ci
2019-12-05T03:24:26.680Z,35.781,-117.6046667,8.21,1,ml,15,117,0.03515,0.16,ci,ci39217504,2019-12-05T14:54:12.154Z,"18km W of Searles Valley, CA",earthquake,0.34,0.75,0.225,12,reviewed,ci,ci
2019-12-05T03:23:16.996Z,-13.6799,-76.088,14.85,5.3,mww,,138,1.836,0.77,us,us60006m8p,2019-12-12T10:30:50.871Z,"6km ESE of San Clemente, Peru",earthquake,8,4.5,0.08,15,reviewed,us,us
2019-12-05T03:17:06.470Z,19.4898,-63.9883,40,3.65,md,8,347,2.2974,0.35,pr,pr2019339001,2019-12-05T05:08:24.230Z,"135km NNE of Road Town, British Virgin Islands",earthquake,7.77,27.86,0.2,7,reviewed,pr,pr
2019-12-05T03:14:44.740Z,33.1118333,-115.5913333,9.42,1.59,ml,28,52,0.01318,0.24,ci,ci39217496,2019-12-05T17:45:27.582Z,"7km WSW of Calipatria, CA",earthquake,0.31,0.52,0.36,11,reviewed,ci,ci
2019-12-05T03:13:07.060Z,35.6423333,-117.466,2.56,2.5,ml,30,56,0.04784,0.15,ci,ci39217488,2019-12-05T09:12:41.437Z,"15km SSW of Searles Valley, CA",earthquake,0.21,0.36,0.192,25,automatic,ci,ci
